11;2011;91;2011-4-1 00:00:00;0;0.885;61.48;29.05;1.36;109.8;28.89;
11;2011;91;2011-4-1 00:10:00;10;1.004;78.4;29.18;1.112;96.8;28.84;
11;2011;91;2011-4-1 00:20:00;20;1.64;73.3;29.15;1.976;82.2;28.79;
11;2011;91;2011-4-1 00:30:00;30;3.053;66.61;28.92;3.936;72.4;28.94;
11;2011;91;2011-4-1 00:40:00;40;3.566;66.29;28.97;4.234;70.9;29.21;
11;2011;91;2011-4-1 00:50:00;50;3.283;70.5;29.25;3.797;70.9;29.39;
11;2011;91;2011-4-1 01:00:00;60;3.009;67.22;29.05;4.255;68.15;29.63;
11;2011;91;2011-4-1 01:10:00;70;3.583;72.7;29.23;4.883;70;29.52;
11;2011;91;2011-4-1 01:20:00;80;3.768;63.31;28.65;5.103;62.54;28.59;
11;2011;91;2011-4-1 01:30:00;90;4.021;65.44;27.7;5.868;66.16;27.86;
11;2011;91;2011-4-1 01:40:00;100;3.736;81.8;26.97;5.916;77.1;27.64;
11;2011;91;2011-4-1 01:50:00;110;3.547;93.6;26.73;5.8;85.6;27.4;
11;2011;91;2011-4-1 02:00:00;120;3.007;95.5;26.53;5.351;89;27.23;
11;2011;91;2011-4-1 02:10:00;130;3.205;90.1;26.44;5.568;90.4;27.04;
11;2011;91;2011-4-1 02:20:00;140;3.961;97.6;26.42;6.317;96.3;26.93;
11;2011;91;2011-4-1 02:30:00;150;4.105;104.4;26.5;6.192;100.9;26.81;
11;2011;91;2011-4-1 02:40:00;160;3.704;111.9;26.46;5.572;107.8;26.62;
11;2011;91;2011-4-1 02:50:00;170;3.344;111.6;26.54;5.064;108.1;26.63;
11;2011;91;2011-4-1 03:00:00;180;3.253;112.9;26.46;5.016;110.9;26.5;
11;2011;91;2011-4-1 03:10:00;190;3.25;112.8;26.42;4.743;107.5;26.41;
11;2011;91;2011-4-1 03:20:00;200;3.251;111.9;26.48;4.772;105.9;26.41;
11;2011;91;2011-4-1 03:30:00;210;3.718;110;26.47;5.265;105.3;26.39;
11;2011;91;2011-4-1 03:40:00;220;3.903;108.1;26.46;5.485;103.4;26.37;
11;2011;91;2011-4-1 03:50:00;230;3.472;118.1;26.29;4.705;109.5;26.15;
11;2011;91;2011-4-1 04:00:00;240;3.648;125.4;26.33;4.704;114.9;26.11;
11;2011;91;2011-4-1 04:10:00;250;4.074;124.6;26.12;5.574;114.8;25.95;
11;2011;91;2011-4-1 04:20:00;260;4.219;119.9;25.95;5.644;113.6;25.83;
11;2011;91;2011-4-1 04:30:00;270;4.147;121.3;25.78;5.908;115;25.74;
11;2011;91;2011-4-1 04:40:00;280;4.044;124.4;25.68;5.57;118.8;25.6;
11;2011;91;2011-4-1 04:50:00;290;3.664;124.2;25.59;5.121;116.9;25.49;
11;2011;91;2011-4-1 05:00:00;300;3.734;124.1;25.63;4.862;115.9;25.45;
11;2011;91;2011-4-1 05:10:00;310;3.517;127.3;25.48;4.619;116.5;25.37;
11;2011;91;2011-4-1 05:20:00;320;3.637;121.7;25.43;4.634;111.2;25.28;
11;2011;91;2011-4-1 05:30:00;330;2.631;134.5;24.98;4.027;119.3;25;
11;2011;91;2011-4-1 05:40:00;340;2.436;145.7;24.57;3.463;126.5;24.67;
11;2011;91;2011-4-1 05:50:00;350;3.173;134;24.78;3.683;117.6;24.8;
11;2011;91;2011-4-1 06:00:00;360;2.849;131.1;24.69;3.626;117.8;24.69;
11;2011;91;2011-4-1 06:10:00;370;2.92;138.8;24.77;3.675;124.2;24.55;
11;2011;91;2011-4-1 06:20:00;380;2.233;153.2;24.63;3.243;133.6;24.48;
11;2011;91;2011-4-1 06:30:00;390;2.193;159.5;24.54;2.689;143.3;24.39;
11;2011;91;2011-4-1 06:40:00;400;1.592;154.6;24.23;2.991;148.4;24.18;
11;2011;91;2011-4-1 06:50:00;410;1.705;163.6;23.91;3.415;150.9;24.15;
11;2011;91;2011-4-1 07:00:00;420;1.716;182.9;23.68;3.617;159;24.04;
11;2011;91;2011-4-1 07:10:00;430;1.902;183.7;23.54;3.915;159.1;23.86;
11;2011;91;2011-4-1 07:20:00;440;1.781;171;23.51;3.855;153;23.98;
11;2011;91;2011-4-1 07:30:00;450;2.043;171.4;23.64;3.711;154.5;23.97;
11;2011;91;2011-4-1 07:40:00;460;2.327;169.7;23.69;3.863;155.7;23.99;
11;2011;91;2011-4-1 07:50:00;470;1.63;156.8;23.67;3.498;151.8;23.91;
11;2011;91;2011-4-1 08:00:00;480;1.269;154.5;23.58;3.001;148.9;23.79;
11;2011;91;2011-4-1 08:10:00;490;1.211;156.7;23.47;2.858;152.5;23.48;
11;2011;91;2011-4-1 08:20:00;500;1.369;157.9;23.4;3.135;153.2;23.43;
11;2011;91;2011-4-1 08:30:00;510;1.551;162.7;23.38;2.924;154.6;23.26;
11;2011;91;2011-4-1 08:40:00;520;1.618;159.1;23.37;3.076;152.2;23.19;
11;2011;91;2011-4-1 08:50:00;530;1.904;157.8;23.3;3.681;152.4;23.25;
11;2011;91;2011-4-1 09:00:00;540;1.934;156.8;23.19;4.022;156.5;23.24;
11;2011;91;2011-4-1 09:10:00;550;2.058;157.3;23.2;4.436;154.5;23.33;
11;2011;91;2011-4-1 09:20:00;560;1.484;157.8;23.35;3.701;151.3;23.2;
11;2011;91;2011-4-1 09:30:00;570;1.651;160.3;23.75;2.885;150.1;23.23;
11;2011;91;2011-4-1 09:40:00;580;1.613;156.6;24;2.32;148.6;23.32;
11;2011;91;2011-4-1 09:50:00;590;2.144;153.5;24.29;2.727;142.1;23.61;
11;2011;91;2011-4-1 10:00:00;600;2.707;150.3;24.53;3.106;142.1;23.82;
11;2011;91;2011-4-1 10:10:00;610;2.875;156.7;24.7;3.432;152.1;23.99;
11;2011;91;2011-4-1 10:20:00;620;3.645;151.9;24.78;4.118;146.7;24.11;
11;2011;91;2011-4-1 10:30:00;630;3.151;154.9;25.06;3.782;145.5;24.34;
11;2011;91;2011-4-1 10:40:00;640;3.223;149.7;25.23;3.933;143.5;24.5;
11;2011;91;2011-4-1 10:50:00;650;2.932;141.4;25.4;3.44;139.2;24.64;
11;2011;91;2011-4-1 11:00:00;660;3.201;157.1;25.44;3.901;149.4;24.54;
11;2011;91;2011-4-1 11:10:00;670;3.239;153.8;25.37;3.574;150;24.64;
11;2011;91;2011-4-1 11:20:00;680;2.985;171.1;25.42;3.533;163;24.7;
11;2011;91;2011-4-1 11:30:00;690;3.139;144.7;26.03;3.591;137.7;25.3;
11;2011;91;2011-4-1 11:40:00;700;2.918;124.1;26.31;3.102;119.3;25.66;
11;2011;91;2011-4-1 11:50:00;710;1.445;96.2;26.97;1.737;95.5;26.23;
11;2011;91;2011-4-1 12:00:00;720;1.906;122.1;26.76;1.987;126.2;26.13;
11;2011;91;2011-4-1 12:10:00;730;2.035;117.6;27.07;2.308;113.2;26.38;
11;2011;91;2011-4-1 12:20:00;740;2.713;83;27.5;3.071;78.8;26.79;
