2010;121;2010-5-1 00:00:00;0;3.964;171.9;26.56;6.494;161.2;26.69;
2010;121;2010-5-1 00:10:00;10;4.266;168.2;26.58;6.606;158.5;26.67;
2010;121;2010-5-1 00:20:00;20;3.261;172.6;26.4;5.833;161.5;26.44;
2010;121;2010-5-1 00:30:00;30;3.573;177.4;26.21;6.037;164.6;26.35;
2010;121;2010-5-1 00:40:00;40;4.18;174.5;26.21;6.746;165.5;26.33;
2010;121;2010-5-1 00:50:00;50;3.862;175.5;26.3;6.49;166.3;26.39;
2010;121;2010-5-1 01:00:00;60;3.643;174.3;26.29;6.055;165.5;26.38;
2010;121;2010-5-1 01:10:00;70;3.475;175.5;26.21;5.938;164.8;26.36;
2010;121;2010-5-1 01:20:00;80;3.497;178.2;26.07;5.814;167.1;26.24;
2010;121;2010-5-1 01:30:00;90;3.715;178.6;26.01;6.203;168.2;26.25;
2010;121;2010-5-1 01:40:00;100;3.434;178.8;25.99;5.798;168.6;26.18;
2010;121;2010-5-1 01:50:00;110;3.083;175.5;25.82;5.363;166;26.04;
2010;121;2010-5-1 02:00:00;120;2.727;166.1;25.71;4.96;159.6;25.92;
2010;121;2010-5-1 02:10:00;130;2.358;154.8;25.49;4.502;151.1;25.69;
2010;121;2010-5-1 02:20:00;140;2.383;155.7;25.52;4.456;153.3;25.66;
2010;121;2010-5-1 02:30:00;150;1.999;171.9;25.36;4.003;160.5;25.62;
2010;121;2010-5-1 02:40:00;160;1.375;186.4;24.95;3.345;161.4;25.41;
2010;121;2010-5-1 02:50:00;170;1.678;198.6;24.7;2.798;166.7;25.23;
2010;121;2010-5-1 03:00:00;180;1.902;200.2;24.64;2.7;169.4;25.15;
2010;121;2010-5-1 03:10:00;190;1.762;203.4;24.63;2.945;173.4;25.19;
2010;121;2010-5-1 03:20:00;200;1.025;183.2;24.62;2.491;164.4;25.16;
2010;121;2010-5-1 03:30:00;210;1.792;105.1;24.45;2.365;129.2;24.65;
2010;121;2010-5-1 03:40:00;220;2.797;110.9;24.71;3.144;107.3;24.6;
2010;121;2010-5-1 03:50:00;230;2.759;118.3;24.45;4.012;117.2;24.62;
2010;121;2010-5-1 04:00:00;240;2.764;129.7;24.79;3.743;121.8;24.73;
2010;121;2010-5-1 04:10:00;250;2.498;122.5;24.29;4.167;113.9;24.47;
2010;121;2010-5-1 04:20:00;260;2.817;133.4;23.97;5.063;125.8;24.28;
2010;121;2010-5-1 04:30:00;270;3.308;130.6;23.45;5.678;125.9;23.8;
2010;121;2010-5-1 04:40:00;280;3.476;130.6;23.51;5.729;128.5;23.9;
2010;121;2010-5-1 04:50:00;290;3.396;135.2;23.67;5.161;131.6;23.91;
2010;121;2010-5-1 05:00:00;300;3.457;138.8;23.8;4.961;132;23.84;
2010;121;2010-5-1 05:10:00;310;3.465;141.5;23.59;5.197;133.4;23.65;
2010;121;2010-5-1 05:20:00;320;3.722;147.5;23.44;6.152;137;23.55;
2010;121;2010-5-1 05:30:00;330;3.862;144.9;23.42;6.328;135.4;23.37;
2010;121;2010-5-1 05:40:00;340;4.384;140.5;23.35;6.541;133.9;23.18;
2010;121;2010-5-1 05:50:00;350;3.821;138;23.27;6.008;130.6;23.16;
2010;121;2010-5-1 06:00:00;360;3.529;149.9;23.09;5.664;138.2;23.06;
2010;121;2010-5-1 06:10:00;370;3.843;159.7;23.02;5.763;145.9;23.03;
2010;121;2010-5-1 06:20:00;380;3.31;157.7;22.75;5.685;148;22.8;
2010;121;2010-5-1 06:30:00;390;2.791;158.2;22.39;5.184;150.8;22.54;
2010;121;2010-5-1 06:40:00;400;3.929;154.2;22.64;6.377;145.9;22.57;
2010;121;2010-5-1 06:50:00;410;3.711;150.9;22.77;6.282;142.1;22.55;
2010;121;2010-5-1 07:00:00;420;2.941;149.7;22.45;5.425;142.5;22.27;
2010;121;2010-5-1 07:10:00;430;3.12;150.5;22.32;5.328;144.1;22.06;
2010;121;2010-5-1 07:20:00;440;4.327;145.5;22.5;5.99;139.7;22.09;
2010;121;2010-5-1 07:30:00;450;3.829;136.7;22.67;5.485;133;22.17;
2010;121;2010-5-1 07:40:00;460;3.956;139.7;22.71;5.227;135.6;22.21;
2010;121;2010-5-1 07:50:00;470;3.162;139.6;22.72;4.194;136.3;22.21;
2010;121;2010-5-1 08:00:00;480;2.416;143.7;22.76;3.554;140.4;22.28;
2010;121;2010-5-1 08:10:00;490;3.112;145.3;22.93;4.209;142.9;22.43;
2010;121;2010-5-1 08:20:00;500;3.294;153.1;23.04;4.788;148.3;22.52;
2010;121;2010-5-1 08:30:00;510;4.257;156.2;23.16;5.861;150.2;22.63;
2010;121;2010-5-1 08:40:00;520;4.339;148.4;23.2;5.946;143.2;22.67;
2010;121;2010-5-1 08:50:00;530;4.153;154;23.25;5.46;149.9;22.71;
2010;121;2010-5-1 09:00:00;540;4.012;154;23.26;5.306;147;22.72;
2010;121;2010-5-1 09:10:00;550;4.409;152.6;23.33;6.064;147.8;22.79;
2010;121;2010-5-1 09:20:00;560;4.92;149.2;23.39;6.256;144.3;22.84;
2010;121;2010-5-1 09:30:00;570;4.347;149.8;23.44;6.009;143.5;22.86;
2010;121;2010-5-1 09:40:00;580;4.617;149.4;23.46;6.043;145.2;22.89;
2010;121;2010-5-1 09:50:00;590;4.515;161.5;23.53;5.835;154.1;22.95;
2010;121;2010-5-1 10:00:00;600;4.935;151.5;23.63;6.491;146.1;23.04;
2010;121;2010-5-1 10:10:00;610;4.579;141.9;23.65;6.267;138;23.06;
2010;121;2010-5-1 10:20:00;620;3.9;143.3;23.79;4.839;140.6;23.17;
2010;121;2010-5-1 10:30:00;630;3.85;141.5;23.89;5.177;137.4;23.24;
2010;121;2010-5-1 10:40:00;640;3.842;136.7;24.25;4.569;133.1;23.56;
2010;121;2010-5-1 10:50:00;650;4.729;131.8;24.62;5.437;128.1;23.83;
2010;121;2010-5-1 11:00:00;660;4.624;136.4;24.85;5.743;134.1;24;
