id,year,day,datetm,min,ws_25,wd_25,tp_25,ws_50,wd_50,tp_50
11,2011,104,2011-4-14 11:00:00,660,4.637833333333333,131.71666666666667,25.161666666666665,4.637833333333333,127.0,24.37666666666667
11,2011,104,2011-4-14 12:00:00,720,5.1434999999999995,134.98333333333332,26.686666666666667,5.1434999999999995,131.63333333333335,25.888333333333335
11,2011,104,2011-4-14 13:00:00,780,5.486333333333334,133.33333333333331,27.685000000000002,5.486333333333334,128.58333333333334,26.938333333333333
11,2011,104,2011-4-14 14:00:00,840,5.550833333333333,132.38333333333333,28.88333333333333,5.550833333333333,128.08333333333334,28.125
11,2011,104,2011-4-14 15:00:00,900,5.625,131.43333333333334,30.150000000000002,5.625,125.83333333333333,29.398333333333337
11,2011,104,2011-4-14 16:00:00,960,5.048666666666667,125.63333333333333,30.903333333333332,5.048666666666667,121.26666666666667,30.19
11,2011,104,2011-4-14 17:00:00,1020,4.573833333333333,126.38333333333333,31.83666666666667,4.573833333333333,122.01666666666667,31.121666666666666
11,2011,104,2011-4-14 18:00:00,1080,3.781333333333333,118.0,32.45166666666666,3.781333333333333,114.93333333333335,31.798333333333332
11,2011,104,2011-4-14 19:00:00,1140,3.3066666666666666,145.41666666666666,31.584999999999997,3.3066666666666666,140.26666666666668,31.181666666666672
11,2011,104,2011-4-14 20:00:00,1200,3.5796666666666668,133.8166666666667,29.441666666666666,3.5796666666666668,130.96666666666667,29.283333333333335
11,2011,104,2011-4-14 21:00:00,1260,3.743,155.9,28.633333333333336,3.743,147.93333333333337,28.638333333333335
11,2011,104,2011-4-14 22:00:00,1320,3.6986666666666665,150.48333333333335,27.881666666666664,3.6986666666666665,144.63333333333333,27.665000000000003
11,2011,104,2011-4-14 23:00:00,1380,3.2436666666666665,145.4,27.03833333333333,3.2436666666666665,140.76666666666668,26.81166666666667
11,2011,105,2011-4-15 00:00:00,0,2.8196666666666665,154.3166666666667,26.308333333333334,2.8196666666666665,147.73333333333335,26.093333333333334
11,2011,105,2011-4-15 01:00:00,60,3.3765,150.95000000000002,25.78833333333333,3.3765,145.31666666666666,25.598333333333333
11,2011,105,2011-4-15 02:00:00,120,3.5455000000000005,147.7166666666667,25.12833333333333,3.5455000000000005,141.01666666666668,25.03333333333333
11,2011,105,2011-4-15 03:00:00,180,3.5163333333333338,144.8,24.346666666666664,3.5163333333333338,139.08333333333331,24.228333333333335
11,2011,105,2011-4-15 04:00:00,240,3.5578333333333334,143.71666666666667,23.561666666666667,3.5578333333333334,140.43333333333334,23.456666666666667
11,2011,105,2011-4-15 05:00:00,300,2.9323333333333337,166.73333333333335,22.338333333333335,2.9323333333333337,155.35,22.560000000000002
11,2011,105,2011-4-15 06:00:00,360,3.1040000000000005,151.78333333333333,21.74666666666667,3.1040000000000005,146.95000000000002,21.756666666666664
11,2011,105,2011-4-15 07:00:00,420,2.9890000000000003,151.58333333333334,21.31,2.9890000000000003,144.65,21.461666666666662
11,2011,105,2011-4-15 08:00:00,480,2.547333333333333,163.26666666666665,20.833333333333336,2.547333333333333,152.98333333333335,21.05333333333333
11,2011,105,2011-4-15 09:00:00,540,1.8768333333333336,156.78333333333333,21.436666666666664,1.8768333333333336,150.13333333333333,21.063333333333333
11,2011,105,2011-4-15 10:00:00,600,3.3311666666666664,147.08333333333334,22.69,3.3311666666666664,140.93333333333334,21.98
11,2011,105,2011-4-15 11:00:00,660,3.8186666666666667,146.66666666666666,24.03,3.8186666666666667,141.53333333333336,23.278333333333336
11,2011,105,2011-4-15 12:00:00,720,4.129666666666667,131.26666666666668,25.61666666666667,4.129666666666667,126.83333333333333,24.845
11,2011,105,2011-4-15 13:00:00,780,2.953666666666667,150.31666666666666,26.96166666666667,2.953666666666667,144.5,26.183333333333326
11,2011,105,2011-4-15 14:00:00,840,2.7808333333333337,154.70000000000002,28.626666666666665,2.7808333333333337,149.91666666666666,27.78833333333333
11,2011,105,2011-4-15 15:00:00,900,3.3038333333333334,126.5,29.93166666666666,3.3038333333333334,121.13333333333333,29.143333333333334
11,2011,105,2011-4-15 16:00:00,960,3.0370000000000004,108.41666666666667,30.741666666666664,3.0370000000000004,101.76666666666667,30.078333333333333
11,2011,105,2011-4-15 17:00:00,1020,2.3281666666666667,152.01666666666665,31.53666666666666,2.3281666666666667,146.28333333333336,30.785
11,2011,105,2011-4-15 18:00:00,1080,2.3836666666666666,210.36666666666667,31.89333333333333,2.3836666666666666,203.78333333333333,31.181666666666672
11,2011,105,2011-4-15 19:00:00,1140,3.1425,194.25,31.69333333333333,3.1425,187.2833333333333,31.049999999999997
11,2011,105,2011-4-15 20:00:00,1200,3.596833333333333,206.76666666666668,29.286666666666665,3.596833333333333,198.5666666666667,29.226666666666663
11,2011,105,2011-4-15 21:00:00,1260,4.5955,193.36666666666667,27.978333333333335,4.5955,186.5,27.718333333333334
11,2011,105,2011-4-15 22:00:00,1320,3.9051666666666662,148.26666666666665,26.185000000000002,3.9051666666666662,142.9333333333333,25.744999999999994
11,2011,105,2011-4-15 23:00:00,1380,3.788166666666667,139.01666666666668,26.139999999999997,3.788166666666667,136.85,25.63666666666667
11,2011,106,2011-4-16 00:00:00,0,2.971833333333333,150.36666666666667,25.26666666666667,2.971833333333333,143.33333333333334,24.80666666666667
11,2011,106,2011-4-16 01:00:00,60,3.047,140.11666666666667,24.599999999999998,3.047,137.29999999999998,24.22666666666667
11,2011,106,2011-4-16 02:00:00,120,2.696,139.46666666666667,24.163333333333338,2.696,137.11666666666667,23.795
11,2011,106,2011-4-16 03:00:00,180,3.2953333333333332,147.76666666666665,23.784999999999997,3.2953333333333332,142.46666666666667,23.486666666666668
11,2011,106,2011-4-16 04:00:00,240,2.5450000000000004,146.63333333333333,23.298333333333332,2.5450000000000004,140.08333333333334,22.98333333333333
11,2011,106,2011-4-16 05:00:00,300,2.0596666666666663,153.25,23.095,2.0596666666666663,147.41666666666666,22.726666666666663
11,2011,106,2011-4-16 06:00:00,360,2.152,158.0,22.871666666666666,2.152,154.0,22.653333333333332
11,2011,106,2011-4-16 07:00:00,420,2.282166666666667,157.68333333333334,22.686666666666667,2.282166666666667,156.73333333333335,22.531666666666666
11,2011,106,2011-4-16 08:00:00,480,2.2065,143.26666666666668,22.433333333333334,2.2065,145.81666666666666,22.161666666666665
11,2011,106,2011-4-16 09:00:00,540,1.5456666666666667,158.53333333333333,22.786666666666665,1.5456666666666667,153.25000000000003,22.19666666666667
11,2011,106,2011-4-16 10:00:00,600,3.4280000000000004,154.63333333333333,23.768333333333334,3.4280000000000004,148.21666666666667,23.045
11,2011,106,2011-4-16 11:00:00,660,4.6345,158.51666666666668,25.223333333333333,4.6345,152.0,24.353333333333335
11,2011,106,2011-4-16 12:00:00,720,5.2075000000000005,164.91666666666666,26.125,5.2075000000000005,158.5,25.326666666666668
11,2011,106,2011-4-16 13:00:00,780,4.5569999999999995,161.85,27.52,4.5569999999999995,156.35,26.66333333333333
11,2011,106,2011-4-16 14:00:00,840,4.337833333333333,159.45000000000002,28.551666666666666,4.337833333333333,152.29999999999998,27.69333333333333
11,2011,106,2011-4-16 15:00:00,900,3.7001666666666666,159.3166666666667,29.238333333333333,3.7001666666666666,154.46666666666667,28.483333333333334
11,2011,106,2011-4-16 16:00:00,960,3.1405,153.38333333333335,30.150000000000002,3.1405,148.63333333333335,29.346666666666664
11,2011,106,2011-4-16 17:00:00,1020,2.9636666666666667,173.1833333333333,30.956666666666667,2.9636666666666667,166.73333333333332,30.176666666666666
11,2011,106,2011-4-16 18:00:00,1080,2.050333333333333,164.58333333333334,31.735,2.050333333333333,160.26666666666668,30.99166666666667
11,2011,106,2011-4-16 19:00:00,1140,2.6796666666666664,172.75,31.536666666666665,2.6796666666666664,167.75,30.916666666666668
11,2011,106,2011-4-16 20:00:00,1200,2.2308333333333334,179.1833333333333,30.591666666666665,2.2308333333333334,174.91666666666666,30.42
11,2011,106,2011-4-16 21:00:00,1260,1.8501666666666667,195.4,28.625,1.8501666666666667,193.88333333333333,28.980000000000004
11,2011,106,2011-4-16 22:00:00,1320,3.685,145.96666666666667,26.884999999999994,3.685,147.23333333333335,27.17
11,2011,106,2011-4-16 23:00:00,1380,4.273166666666667,112.18333333333334,24.941666666666663,4.273166666666667,113.19999999999999,25.090000000000003
11,2011,107,2011-4-17 00:00:00,0,2.9258333333333333,123.11666666666667,22.150000000000002,2.9258333333333333,116.25,22.406666666666666
11,2011,107,2011-4-17 01:00:00,60,1.8366666666666667,134.21666666666667,23.539999999999996,1.8366666666666667,112.73333333333333,23.708333333333332
11,2011,107,2011-4-17 02:00:00,120,2.445,162.3166666666667,23.68166666666667,2.445,148.04999999999998,23.62
11,2011,107,2011-4-17 03:00:00,180,2.6591666666666667,149.13333333333333,23.823333333333334,2.6591666666666667,148.96666666666667,23.751666666666665
11,2011,107,2011-4-17 04:00:00,240,3.5135000000000005,141.78333333333333,23.683333333333334,3.5135000000000005,138.9,23.55
11,2011,107,2011-4-17 05:00:00,300,3.045833333333333,150.65,23.448333333333338,3.045833333333333,145.58333333333334,23.248333333333335
11,2011,107,2011-4-17 06:00:00,360,2.6331666666666664,139.63333333333333,23.30333333333333,2.6331666666666664,135.78333333333333,23.058333333333334
11,2011,107,2011-4-17 07:00:00,420,2.4103333333333334,132.60000000000002,23.168333333333337,2.4103333333333334,129.06666666666666,22.888333333333332
11,2011,107,2011-4-17 08:00:00,480,2.2888333333333337,150.04999999999998,23.156666666666666,2.2888333333333337,144.1,22.888333333333335
11,2011,107,2011-4-17 09:00:00,540,2.5323333333333333,146.60000000000002,23.45,2.5323333333333333,143.0666666666667,23.040000000000003
11,2011,107,2011-4-17 10:00:00,600,4.2876666666666665,139.33333333333334,24.155,4.2876666666666665,135.13333333333333,23.486666666666668
11,2011,107,2011-4-17 11:00:00,660,4.428999999999999,128.4666666666667,24.995,4.428999999999999,124.31666666666665,24.35166666666667
11,2011,107,2011-4-17 12:00:00,720,4.8453333333333335,124.08333333333333,26.325,4.8453333333333335,120.80000000000001,25.650000000000002
11,2011,107,2011-4-17 13:00:00,780,4.6355,114.40000000000002,27.483333333333334,4.6355,110.14999999999999,26.84833333333333
11,2011,107,2011-4-17 14:00:00,840,4.334333333333333,97.33333333333333,28.505,4.334333333333333,93.8,27.813333333333336
11,2011,107,2011-4-17 15:00:00,900,3.9805000000000006,99.78333333333335,29.323333333333334,3.9805000000000006,95.55,28.650000000000002
11,2011,107,2011-4-17 16:00:00,960,3.029166666666667,107.53333333333335,30.35166666666667,3.029166666666667,105.0,29.661666666666665
11,2011,107,2011-4-17 17:00:00,1020,3.1993333333333336,108.0,31.01666666666667,3.1993333333333336,103.68333333333332,30.36
11,2011,107,2011-4-17 18:00:00,1080,2.5286666666666666,117.35000000000001,31.179999999999996,2.5286666666666666,110.75,30.59166666666667
11,2011,107,2011-4-17 19:00:00,1140,4.578666666666666,197.76666666666665,26.998333333333335,4.578666666666666,192.16666666666663,26.513333333333335
11,2011,107,2011-4-17 20:00:00,1200,3.674666666666667,160.06666666666663,26.2,3.674666666666667,155.78333333333333,25.87
11,2011,107,2011-4-17 21:00:00,1260,3.6726666666666667,179.11666666666667,25.223333333333333,3.6726666666666667,174.36666666666667,24.7
11,2011,107,2011-4-17 22:00:00,1320,1.9355,199.4333333333333,24.26,1.9355,194.23333333333332,23.840000000000003
11,2011,107,2011-4-17 23:00:00,1380,2.0141666666666667,190.88333333333333,23.916666666666668,2.0141666666666667,181.04999999999998,23.916666666666668
11,2011,108,2011-4-18 00:00:00,0,2.6885,170.98333333333335,23.90833333333333,2.6885,163.85000000000002,23.951666666666664
11,2011,108,2011-4-18 01:00:00,60,2.7708333333333326,138.3166666666667,23.846666666666668,2.7708333333333326,134.3166666666667,23.679999999999996
11,2011,108,2011-4-18 02:00:00,120,2.1638333333333333,152.95000000000002,23.56,2.1638333333333333,148.04999999999998,23.343333333333334
11,2011,108,2011-4-18 03:00:00,180,2.7763333333333335,161.41666666666666,23.325,2.7763333333333335,152.61666666666667,23.121666666666666
11,2011,108,2011-4-18 04:00:00,240,3.1063333333333336,146.29999999999998,22.973333333333333,3.1063333333333336,140.45,22.840000000000003
11,2011,108,2011-4-18 05:00:00,300,2.6039999999999996,145.83333333333334,22.745,2.6039999999999996,141.08333333333334,22.62333333333333
11,2011,108,2011-4-18 06:00:00,360,2.785166666666667,144.86666666666667,22.80333333333333,2.785166666666667,138.43333333333334,22.584999999999997
11,2011,108,2011-4-18 07:00:00,420,2.6108333333333333,130.78333333333333,22.825,2.6108333333333333,124.68333333333334,22.508333333333336
11,2011,108,2011-4-18 08:00:00,480,2.6493333333333333,135.66666666666666,22.74,2.6493333333333333,129.35,22.558333333333334
11,2011,108,2011-4-18 09:00:00,540,2.9685,129.6333333333333,23.008333333333336,2.9685,126.36666666666666,22.743333333333336
